"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 10:00","2022","12","01","10:00","0.5","","-4.4","","69","","0.0","","26","","27","","","","100.89","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 11:00","2022","12","01","11:00","1.3","","-5.5","","60","","0.0","","27","","31","","","","100.95","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 12:00","2022","12","01","12:00","1.3","","-6.6","","55","","0.0","","27","","38","","","","101.07","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 13:00","2022","12","01","13:00","0.1","","-4.7","","70","","0.0","","30","","35","","","","101.24","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 14:00","2022","12","01","14:00","1.2","","-7.7","","51","","0.0","","27","","31","","","","101.35","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 15:00","2022","12","01","15:00","1.1","","-8.3","","50","","0.0","","27","","30","","","","101.52","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 16:00","2022","12","01","16:00","1.1","","-8.2","","50","","0.0","","28","","26","","","","101.68","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 17:00","2022","12","01","17:00","1.0","","-8.0","","51","","0.0","","27","","23","","","","101.85","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 18:00","2022","12","01","18:00","0.7","","-7.1","","56","","0.0","","29","","19","","","","102.00","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 19:00","2022","12","01","19:00","-0.2","","-8.0","","56","","0.0","","30","","18","","","","102.11","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 20:00","2022","12","01","20:00","-0.9","","-7.9","","59","","0.0","","30","","12","","","","102.22","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 21:00","2022","12","01","21:00","-2.0","","-7.8","","65","","0.0","","33","","6","","","","102.24","","","","-4","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 22:00","2022","12","01","22:00","-2.5","","-7.2","","70","","0.0","","32","","6","","","","102.32","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-01 23:00","2022","12","01","23:00","-1.4","","-7.5","","63","","0.0","","29","","8","","","","102.34","","","","-4","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 00:00","2022","12","02","00:00","-3.1","","-7.4","","72","","0.0","","29","","4","","","","102.41","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 01:00","2022","12","02","01:00","-2.9","","-7.9","","68","","0.0","","26","","4","","","","102.44","","","","-4","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 02:00","2022","12","02","02:00","-2.5","","-7.6","","68","","0.0","","25","","4","","","","102.48","","","","-4","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 03:00","2022","12","02","03:00","-3.3","","-7.5","","73","","0.0","","27","","3","","","","102.55","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 04:00","2022","12","02","04:00","-3.5","","-8.1","","71","","0.0","","24","","4","","","","102.51","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 05:00","2022","12","02","05:00","-3.3","","-7.2","","74","","0.0","","22","","4","","","","102.53","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 06:00","2022","12","02","06:00","-2.7","","-7.4","","70","","0.0","","22","","5","","","","102.62","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 07:00","2022","12","02","07:00","-2.5","","-5.0","","83","","0.0","","14","","7","","","","102.62","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 08:00","2022","12","02","08:00","-1.6","","-3.9","","84","","0.0","","16","","10","","","","102.64","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 09:00","2022","12","02","09:00","-0.6","","-3.4","","81","","0.0","","17","","9","","","","102.60","","","","-4","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 10:00","2022","12","02","10:00","0.9","","-3.2","","74","","0.0","","16","","11","","","","102.58","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 11:00","2022","12","02","11:00","1.8","","-3.3","","69","","0.0","","15","","12","","","","102.53","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 12:00","2022","12","02","12:00","3.2","","-3.1","","63","","0.0","","16","","15","","","","102.43","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 13:00","2022","12","02","13:00","3.0","","-3.3","","63","","0.0","","16","","13","","","","102.38","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 14:00","2022","12","02","14:00","3.3","","-3.6","","61","","0.0","","15","","15","","","","102.28","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 15:00","2022","12","02","15:00","3.8","","-2.0","","66","","0.0","","14","","18","","","","102.20","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 16:00","2022","12","02","16:00","3.4","","-1.7","","69","","0.0","","14","","19","","","","102.18","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 17:00","2022","12","02","17:00","3.0","","-1.8","","71","","0.0","","14","","21","","","","102.13","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 18:00","2022","12","02","18:00","3.1","","-2.0","","69","","0.0","","14","","22","","","","102.03","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 19:00","2022","12","02","19:00","3.5","","-2.6","","64","","0.0","","15","","24","","","","101.92","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 20:00","2022","12","02","20:00","3.5","","-3.3","","61","","0.0","","15","","22","","","","101.85","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 21:00","2022","12","02","21:00","3.7","","-3.5","","59","","0.0","","14","","22","","","","101.74","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 22:00","2022","12","02","22:00","3.9","","-3.7","","58","","0.0","","15","","26","","","","101.68","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-02 23:00","2022","12","02","23:00","4.1","","-3.6","","58","","0.0","","15","","26","","","","101.59","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 00:00","2022","12","03","00:00","3.8","","-2.4","","64","","0.0","","15","","28","","","","101.41","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 01:00","2022","12","03","01:00","3.9","","-1.8","","66","","0.0","","15","","28","","","","101.31","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 02:00","2022","12","03","02:00","4.3","","-2.9","","60","","0.0","","15","","29","","","","101.24","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 03:00","2022","12","03","03:00","4.0","","-2.9","","61","","0.0","","14","","26","","","","101.12","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 04:00","2022","12","03","04:00","4.3","","-2.7","","60","","0.0","","15","","23","","","","100.96","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 05:00","2022","12","03","05:00","4.5","","-2.5","","61","","0.0","","15","","20","","","","100.87","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 06:00","2022","12","03","06:00","4.5","","-1.8","","63","","0.0","","15","","22","","","","100.74","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 07:00","2022","12","03","07:00","5.0","","-1.6","","63","","0.0","","16","","28","","","","100.73","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 08:00","2022","12","03","08:00","4.2","","0.8","","78","","0.4","","16","","29","","","","100.67","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 09:00","2022","12","03","09:00","3.9","","2.1","","88","","2.0","","16","","25","","","","100.56","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 10:00","2022","12","03","10:00","4.2","","2.8","","90","","1.1","","15","","27","","","","100.42","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 11:00","2022","12","03","11:00","4.8","","3.6","","92","","0.5","","15","","24","","","","100.25","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 12:00","2022","12","03","12:00","5.4","","4.0","","90","","0.5","","16","","23","","","","100.09","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 13:00","2022","12","03","13:00","6.0","","4.7","","91","","0.2","","15","","21","","","","99.92","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 14:00","2022","12","03","14:00","7.1","","5.1","","87","","0.0","","15","","23","","","","99.78","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 15:00","2022","12","03","15:00","7.4","","6.1","","91","","1.0","","16","","23","","","","99.71","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 16:00","2022","12","03","16:00","9.9","","6.2","","78","","0.0","","23","","36","","","","99.80","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 17:00","2022","12","03","17:00","6.5","","3.9","","84","","1.0","","25","","46","","","","100.09","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 18:00","2022","12","03","18:00","5.8","","0.6","","69","","0.0","","26","","43","","","","100.32","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 19:00","2022","12","03","19:00","4.9","","0.7","","74","","0.0","","26","","34","","","","100.53","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 20:00","2022","12","03","20:00","4.9","","0.1","","71","","0.0","","25","","32","","","","100.70","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 21:00","2022","12","03","21:00","3.9","","-1.1","","70","","0.0","","27","","29","","","","100.92","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 22:00","2022","12","03","22:00","2.3","","-4.2","","62","","0.0","","27","","34","","","","101.07","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-03 23:00","2022","12","03","23:00","1.3","","-6.1","","57","","0.0","","27","","36","","","","101.19","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 00:00","2022","12","04","00:00","0.3","","-5.8","","63","","0.0","","29","","27","","","","101.29","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 01:00","2022","12","04","01:00","-0.7","","-7.1","","62","","0.0","","30","","25","","","","101.39","","","","-7","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 02:00","2022","12","04","02:00","-1.1","","-8.5","","57","","0.0","","29","","27","","","","101.48","","","","-8","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 03:00","2022","12","04","03:00","-2.2","","-9.2","","59","","0.0","","30","","24","","","","101.55","","","","-9","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 04:00","2022","12","04","04:00","-2.9","","-9.3","","61","","0.0","","31","","22","","","","101.62","","","","-9","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 05:00","2022","12","04","05:00","-3.9","","-9.7","","64","","0.0","","30","","13","","","","101.69","","","","-9","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 06:00","2022","12","04","06:00","-3.7","","-9.6","","63","","0.2","","30","","12","","","","101.78","","","","-8","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 07:00","2022","12","04","07:00","-4.1","","-10.1","","63","","0.0","","30","","15","","","","101.80","","","","-9","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 08:00","2022","12","04","08:00","-4.8","","-10.3","","65","","0.0","","30","","8","","","","101.83","","","","-8","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 09:00","2022","12","04","09:00","-3.6","","-11.7","","53","","0.0","","28","","13","","","","101.87","","","","-8","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 10:00","2022","12","04","10:00","-3.1","","-11.3","","53","","0.0","","30","","11","","","","101.79","","","","-7","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 11:00","2022","12","04","11:00","-2.2","","-11.9","","47","","0.0","","28","","8","","","","101.70","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 12:00","2022","12","04","12:00","-2.3","","-11.0","","51","","0.0","","21","","10","","","","101.62","","","","-6","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 13:00","2022","12","04","13:00","-1.7","","-10.9","","49","","0.0","","19","","12","","","","101.56","","","","-6","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 14:00","2022","12","04","14:00","-1.3","","-10.2","","51","","0.0","","18","","10","","","","101.51","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 15:00","2022","12","04","15:00","-0.9","","-10.0","","50","","0.0","","17","","13","","","","101.46","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 16:00","2022","12","04","16:00","-1.0","","-9.9","","51","","0.0","","14","","13","","","","101.39","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 17:00","2022","12","04","17:00","-1.3","","-8.7","","57","","0.0","","14","","16","","","","101.32","","","","-6","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 18:00","2022","12","04","18:00","-1.0","","-7.4","","62","","0.0","","14","","14","","","","101.28","","","","-5","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 19:00","2022","12","04","19:00","0.4","","-6.4","","60","","0.0","","18","","18","","","","101.30","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 20:00","2022","12","04","20:00","0.9","","-5.2","","64","","0.0","","20","","17","","","","101.29","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 21:00","2022","12","04","21:00","0.8","","-5.0","","65","","0.0","","19","","16","","","","101.29","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 22:00","2022","12","04","22:00","0.6","","-5.0","","66","","0.0","","18","","13","","","","101.24","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-04 23:00","2022","12","04","23:00","0.7","","-4.6","","67","","0.0","","17","","13","","","","101.22","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 00:00","2022","12","05","00:00","0.1","","-4.1","","73","","0.0","","14","","12","","","","101.21","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 01:00","2022","12","05","01:00","1.1","","-4.3","","67","","0.0","","17","","15","","","","101.18","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 02:00","2022","12","05","02:00","1.0","","-4.2","","68","","0.0","","17","","15","","","","101.23","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 03:00","2022","12","05","03:00","0.8","","-4.4","","68","","0.0","","17","","14","","","","101.23","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 04:00","2022","12","05","04:00","1.3","","-4.6","","65","","0.0","","17","","16","","","","101.21","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 05:00","2022","12","05","05:00","0.7","","-4.7","","67","","0.0","","16","","20","","","","101.20","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 06:00","2022","12","05","06:00","0.7","","-5.3","","64","","0.0","","16","","25","","","","101.16","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 07:00","2022","12","05","07:00","0.8","","-5.9","","61","","0.0","","17","","24","","","","101.20","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 08:00","2022","12","05","08:00","0.9","","-6.4","","58","","0.0","","17","","23","","","","101.28","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 09:00","2022","12","05","09:00","2.4","","-6.3","","53","","0.0","","18","","25","","","","101.30","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 10:00","2022","12","05","10:00","3.5","","-6.4","","48","","0.0","","19","","24","","","","101.33","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 11:00","2022","12","05","11:00","4.8","","-5.6","","47","","0.0","","20","","26","","","","101.28","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 12:00","2022","12","05","12:00","5.3","","-6.5","","42","","0.0","","20","","24","","","","101.23","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 13:00","2022","12","05","13:00","5.8","","-7.0","","39","","0.0","","21","","22","","","","101.23","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 14:00","2022","12","05","14:00","5.3","","-4.6","","49","","0.0","","18","","14","","","","101.27","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 15:00","2022","12","05","15:00","4.9","","-3.6","","54","","0.0","","15","","14","","","","101.33","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 16:00","2022","12","05","16:00","3.8","","-3.1","","61","","0.0","","15","","14","","","","101.38","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 17:00","2022","12","05","17:00","3.5","","-4.2","","57","","0.0","","16","","14","","","","101.46","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 18:00","2022","12","05","18:00","3.7","","-4.6","","55","","0.0","","17","","19","","","","101.54","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 19:00","2022","12","05","19:00","3.3","","-4.9","","55","","0.0","","15","","20","","","","101.61","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 20:00","2022","12","05","20:00","3.5","","-5.3","","52","","0.0","","15","","20","","","","101.65","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 21:00","2022","12","05","21:00","3.2","","-5.2","","54","","0.0","","15","","20","","","","101.65","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 22:00","2022","12","05","22:00","3.1","","-4.5","","57","","0.0","","14","","17","","","","101.66","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-05 23:00","2022","12","05","23:00","3.4","","-4.4","","57","","0.0","","15","","21","","","","101.69","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-06 00:00","2022","12","06","00:00","4.0","","-3.9","","57","","0.0","","15","","22","","","","101.71","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-06 01:00","2022","12","06","01:00","4.1","","-3.8","","57","","0.0","","15","","21","","","","101.73","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-06 02:00","2022","12","06","02:00","4.0","","-4.0","","56","","0.0","","14","","18","","","","101.81","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-06 03:00","2022","12","06","03:00","4.2","","-4.6","","53","","0.0","","15","","12","","","","101.84","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-06 04:00","2022","12","06","04:00","4.0","","-4.7","","53","","0.0","","14","","21","","","","101.76","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2022-12-06 05:00","2022","12","06","05:00","4.3","","-4.5","","53","","0.0","","14","","20","","","","101.77","","","","","","NA"
